order_id,item_id,product_id,quantity,list_price,discount,source,timestamp_saved
15,1,12,2,549.99,0.07,DB,2024-04-28 21:40:14.166785
15,2,8,1,1799.99,0.07,DB,2024-04-28 21:40:14.166785
15,3,18,2,449.0,0.05,DB,2024-04-28 21:40:14.166785
15,4,23,2,299.99,0.2,DB,2024-04-28 21:40:14.166785
16,1,8,1,1799.99,0.2,DB,2024-04-28 21:40:14.166785
16,2,21,1,269.99,0.05,DB,2024-04-28 21:40:14.166785
16,3,13,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
16,4,14,1,269.99,0.07,DB,2024-04-28 21:40:14.166785
17,1,8,1,1799.99,0.07,DB,2024-04-28 21:40:14.166785
17,2,23,1,299.99,0.1,DB,2024-04-28 21:40:14.166785
17,3,5,1,1320.99,0.1,DB,2024-04-28 21:40:14.166785
17,4,20,2,599.99,0.2,DB,2024-04-28 21:40:14.166785
18,1,2,2,749.99,0.2,DB,2024-04-28 21:40:14.166785
18,2,22,1,269.99,0.05,DB,2024-04-28 21:40:14.166785
18,3,7,1,3999.99,0.1,DB,2024-04-28 21:40:14.166785
18,4,25,2,499.99,0.05,DB,2024-04-28 21:40:14.166785
18,5,9,2,2999.99,0.1,DB,2024-04-28 21:40:14.166785
19,1,10,1,1549.0,0.07,DB,2024-04-28 21:40:14.166785
19,2,9,2,2999.99,0.2,DB,2024-04-28 21:40:14.166785
20,1,9,1,2999.99,0.07,DB,2024-04-28 21:40:14.166785
20,2,10,2,1549.0,0.07,DB,2024-04-28 21:40:14.166785
21,1,14,1,269.99,0.05,DB,2024-04-28 21:40:14.166785
21,2,17,1,429.0,0.1,DB,2024-04-28 21:40:14.166785
21,3,10,1,1549.0,0.07,DB,2024-04-28 21:40:14.166785
22,1,15,2,529.99,0.2,DB,2024-04-28 21:40:14.166785
22,2,22,1,269.99,0.05,DB,2024-04-28 21:40:14.166785
23,1,4,2,2899.99,0.05,DB,2024-04-28 21:40:14.166785
23,2,23,2,299.99,0.1,DB,2024-04-28 21:40:14.166785
23,3,13,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
24,1,3,2,999.99,0.1,DB,2024-04-28 21:40:14.166785
24,2,18,2,449.0,0.07,DB,2024-04-28 21:40:14.166785
25,1,23,2,299.99,0.2,DB,2024-04-28 21:40:14.166785
25,2,10,2,1549.0,0.2,DB,2024-04-28 21:40:14.166785
25,3,22,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
25,4,14,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
25,5,21,1,269.99,0.1,DB,2024-04-28 21:40:14.166785
26,1,7,1,3999.99,0.05,DB,2024-04-28 21:40:14.166785
26,2,2,1,749.99,0.2,DB,2024-04-28 21:40:14.166785
26,3,12,1,549.99,0.2,DB,2024-04-28 21:40:14.166785
26,4,21,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
27,1,5,1,1320.99,0.2,DB,2024-04-28 21:40:14.166785
27,2,19,1,449.0,0.2,DB,2024-04-28 21:40:14.166785
27,3,26,2,599.99,0.07,DB,2024-04-28 21:40:14.166785
27,4,8,1,1799.99,0.07,DB,2024-04-28 21:40:14.166785
28,1,5,1,1320.99,0.05,DB,2024-04-28 21:40:14.166785
28,2,7,2,3999.99,0.2,DB,2024-04-28 21:40:14.166785
28,3,14,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
28,4,6,1,469.99,0.05,DB,2024-04-28 21:40:14.166785
29,1,24,2,549.99,0.05,DB,2024-04-28 21:40:14.166785
29,2,6,1,469.99,0.2,DB,2024-04-28 21:40:14.166785
29,3,21,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
29,4,8,1,1799.99,0.2,DB,2024-04-28 21:40:14.166785
29,5,14,2,269.99,0.05,DB,2024-04-28 21:40:14.166785
30,1,26,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
30,2,17,1,429.0,0.07,DB,2024-04-28 21:40:14.166785
30,3,19,1,449.0,0.1,DB,2024-04-28 21:40:14.166785
30,4,4,1,2899.99,0.1,DB,2024-04-28 21:40:14.166785
30,5,7,2,3999.99,0.1,DB,2024-04-28 21:40:14.166785
31,1,11,2,1680.99,0.05,DB,2024-04-28 21:40:14.166785
31,2,9,2,2999.99,0.2,DB,2024-04-28 21:40:14.166785
32,1,8,2,1799.99,0.07,DB,2024-04-28 21:40:14.166785
32,2,12,2,549.99,0.07,DB,2024-04-28 21:40:14.166785
32,3,25,2,499.99,0.1,DB,2024-04-28 21:40:14.166785
33,1,23,2,299.99,0.07,DB,2024-04-28 21:40:14.166785
33,2,7,1,3999.99,0.1,DB,2024-04-28 21:40:14.166785
34,1,8,2,1799.99,0.07,DB,2024-04-28 21:40:14.166785
34,2,10,2,1549.0,0.1,DB,2024-04-28 21:40:14.166785
34,3,17,2,429.0,0.2,DB,2024-04-28 21:40:14.166785
35,1,18,1,449.0,0.05,DB,2024-04-28 21:40:14.166785
35,2,20,2,599.99,0.05,DB,2024-04-28 21:40:14.166785
35,3,5,1,1320.99,0.2,DB,2024-04-28 21:40:14.166785
35,4,21,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
35,5,22,1,269.99,0.07,DB,2024-04-28 21:40:14.166785
36,1,9,1,2999.99,0.07,DB,2024-04-28 21:40:14.166785
36,2,5,1,1320.99,0.05,DB,2024-04-28 21:40:14.166785
36,3,3,2,999.99,0.2,DB,2024-04-28 21:40:14.166785
37,1,16,2,599.99,0.05,DB,2024-04-28 21:40:14.166785
38,1,7,2,3999.99,0.05,DB,2024-04-28 21:40:14.166785
38,2,23,1,299.99,0.07,DB,2024-04-28 21:40:14.166785
38,3,25,1,499.99,0.2,DB,2024-04-28 21:40:14.166785
38,4,10,2,1549.0,0.1,DB,2024-04-28 21:40:14.166785
38,5,24,1,549.99,0.07,DB,2024-04-28 21:40:14.166785
39,1,22,2,269.99,0.2,DB,2024-04-28 21:40:14.166785
39,2,16,2,599.99,0.2,DB,2024-04-28 21:40:14.166785
39,3,3,2,999.99,0.05,DB,2024-04-28 21:40:14.166785
39,4,15,1,529.99,0.1,DB,2024-04-28 21:40:14.166785
40,1,17,1,429.0,0.2,DB,2024-04-28 21:40:14.166785
40,2,8,2,1799.99,0.2,DB,2024-04-28 21:40:14.166785
41,1,5,1,1320.99,0.1,DB,2024-04-28 21:40:14.166785
41,2,19,2,449.0,0.2,DB,2024-04-28 21:40:14.166785
41,3,26,2,599.99,0.2,DB,2024-04-28 21:40:14.166785
42,1,19,1,449.0,0.05,DB,2024-04-28 21:40:14.166785
43,1,13,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
43,2,12,2,549.99,0.05,DB,2024-04-28 21:40:14.166785
44,1,7,1,3999.99,0.1,DB,2024-04-28 21:40:14.166785
44,2,16,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
45,1,4,2,2899.99,0.2,DB,2024-04-28 21:40:14.166785
45,2,22,1,269.99,0.07,DB,2024-04-28 21:40:14.166785
45,3,21,2,269.99,0.05,DB,2024-04-28 21:40:14.166785
46,1,17,1,429.0,0.1,DB,2024-04-28 21:40:14.166785
47,1,6,1,469.99,0.05,DB,2024-04-28 21:40:14.166785
47,2,15,1,529.99,0.1,DB,2024-04-28 21:40:14.166785
47,3,25,2,499.99,0.07,DB,2024-04-28 21:40:14.166785
47,4,13,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
48,1,11,1,1680.99,0.1,DB,2024-04-28 21:40:14.166785
48,2,4,1,2899.99,0.2,DB,2024-04-28 21:40:14.166785
48,3,5,2,1320.99,0.1,DB,2024-04-28 21:40:14.166785
48,4,14,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
49,1,13,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
50,1,3,1,999.99,0.05,DB,2024-04-28 21:40:14.166785
50,2,26,2,599.99,0.07,DB,2024-04-28 21:40:14.166785
50,3,13,2,269.99,0.2,DB,2024-04-28 21:40:14.166785
51,1,13,1,269.99,0.05,DB,2024-04-28 21:40:14.166785
51,2,20,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
51,3,26,2,599.99,0.2,DB,2024-04-28 21:40:14.166785
52,1,25,1,499.99,0.07,DB,2024-04-28 21:40:14.166785
53,1,8,2,1799.99,0.2,DB,2024-04-28 21:40:14.166785
53,2,23,2,299.99,0.05,DB,2024-04-28 21:40:14.166785
53,3,14,2,269.99,0.2,DB,2024-04-28 21:40:14.166785
53,4,25,2,499.99,0.1,DB,2024-04-28 21:40:14.166785
54,1,26,2,599.99,0.2,DB,2024-04-28 21:40:14.166785
54,2,3,1,999.99,0.2,DB,2024-04-28 21:40:14.166785
55,1,21,1,269.99,0.05,DB,2024-04-28 21:40:14.166785
55,2,25,2,499.99,0.2,DB,2024-04-28 21:40:14.166785
55,3,15,2,529.99,0.2,DB,2024-04-28 21:40:14.166785
56,1,20,2,599.99,0.07,DB,2024-04-28 21:40:14.166785
57,1,23,2,299.99,0.1,DB,2024-04-28 21:40:14.166785
57,2,19,2,449.0,0.2,DB,2024-04-28 21:40:14.166785
57,3,13,1,269.99,0.07,DB,2024-04-28 21:40:14.166785
58,1,14,2,269.99,0.05,DB,2024-04-28 21:40:14.166785
58,2,18,1,449.0,0.07,DB,2024-04-28 21:40:14.166785
58,3,23,1,299.99,0.1,DB,2024-04-28 21:40:14.166785
59,1,21,1,269.99,0.05,DB,2024-04-28 21:40:14.166785
59,2,2,1,749.99,0.1,DB,2024-04-28 21:40:14.166785
59,3,17,2,429.0,0.1,DB,2024-04-28 21:40:14.166785
60,1,14,2,269.99,0.05,DB,2024-04-28 21:40:14.166785
60,2,4,1,2899.99,0.1,DB,2024-04-28 21:40:14.166785
60,3,15,1,529.99,0.07,DB,2024-04-28 21:40:14.166785
60,4,22,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
61,1,25,1,499.99,0.1,DB,2024-04-28 21:40:14.166785
61,2,15,2,529.99,0.05,DB,2024-04-28 21:40:14.166785
61,3,5,2,1320.99,0.2,DB,2024-04-28 21:40:14.166785
62,1,14,1,269.99,0.07,DB,2024-04-28 21:40:14.166785
62,2,8,2,1799.99,0.1,DB,2024-04-28 21:40:14.166785
62,3,22,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
63,1,25,2,499.99,0.1,DB,2024-04-28 21:40:14.166785
63,2,19,2,449.0,0.05,DB,2024-04-28 21:40:14.166785
63,3,3,1,999.99,0.1,DB,2024-04-28 21:40:14.166785
64,1,25,2,499.99,0.1,DB,2024-04-28 21:40:14.166785
64,2,22,2,269.99,0.2,DB,2024-04-28 21:40:14.166785
64,3,23,2,299.99,0.2,DB,2024-04-28 21:40:14.166785
64,4,24,2,549.99,0.1,DB,2024-04-28 21:40:14.166785
65,1,12,1,549.99,0.1,DB,2024-04-28 21:40:14.166785
66,1,2,1,749.99,0.2,DB,2024-04-28 21:40:14.166785
66,2,23,1,299.99,0.07,DB,2024-04-28 21:40:14.166785
66,3,12,1,549.99,0.07,DB,2024-04-28 21:40:14.166785
67,1,23,2,299.99,0.2,DB,2024-04-28 21:40:14.166785
67,2,12,2,549.99,0.1,DB,2024-04-28 21:40:14.166785
67,3,21,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
67,4,5,2,1320.99,0.1,DB,2024-04-28 21:40:14.166785
67,5,19,1,449.0,0.2,DB,2024-04-28 21:40:14.166785
68,1,13,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
68,2,17,1,429.0,0.1,DB,2024-04-28 21:40:14.166785
69,1,22,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
69,2,5,1,1320.99,0.2,DB,2024-04-28 21:40:14.166785
69,3,10,1,1549.0,0.05,DB,2024-04-28 21:40:14.166785
70,1,3,2,999.99,0.05,DB,2024-04-28 21:40:14.166785
70,2,18,1,449.0,0.2,DB,2024-04-28 21:40:14.166785
70,3,20,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
71,1,26,2,599.99,0.05,DB,2024-04-28 21:40:14.166785
71,2,24,1,549.99,0.2,DB,2024-04-28 21:40:14.166785
71,3,18,1,449.0,0.1,DB,2024-04-28 21:40:14.166785
72,1,17,2,429.0,0.07,DB,2024-04-28 21:40:14.166785
72,2,12,1,549.99,0.05,DB,2024-04-28 21:40:14.166785
72,3,13,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
73,1,22,1,269.99,0.07,DB,2024-04-28 21:40:14.166785
73,2,26,2,599.99,0.05,DB,2024-04-28 21:40:14.166785
73,3,3,2,999.99,0.07,DB,2024-04-28 21:40:14.166785
73,4,25,1,499.99,0.07,DB,2024-04-28 21:40:14.166785
73,5,23,2,299.99,0.2,DB,2024-04-28 21:40:14.166785
74,1,16,2,599.99,0.05,DB,2024-04-28 21:40:14.166785
74,2,6,1,469.99,0.07,DB,2024-04-28 21:40:14.166785
75,1,3,1,999.99,0.1,DB,2024-04-28 21:40:14.166785
75,2,7,2,3999.99,0.07,DB,2024-04-28 21:40:14.166785
75,3,15,1,529.99,0.2,DB,2024-04-28 21:40:14.166785
76,1,12,1,549.99,0.05,DB,2024-04-28 21:40:14.166785
76,2,11,2,1680.99,0.1,DB,2024-04-28 21:40:14.166785
76,3,5,1,1320.99,0.07,DB,2024-04-28 21:40:14.166785
77,1,20,1,599.99,0.07,DB,2024-04-28 21:40:14.166785
77,2,24,2,549.99,0.1,DB,2024-04-28 21:40:14.166785
77,3,26,1,599.99,0.2,DB,2024-04-28 21:40:14.166785
77,4,25,1,499.99,0.2,DB,2024-04-28 21:40:14.166785
78,1,17,1,429.0,0.07,DB,2024-04-28 21:40:14.166785
78,2,19,1,449.0,0.2,DB,2024-04-28 21:40:14.166785
78,3,18,2,449.0,0.1,DB,2024-04-28 21:40:14.166785
78,4,14,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
79,1,9,2,2999.99,0.1,DB,2024-04-28 21:40:14.166785
79,2,17,2,429.0,0.05,DB,2024-04-28 21:40:14.166785
79,3,6,1,469.99,0.1,DB,2024-04-28 21:40:14.166785
79,4,25,2,499.99,0.07,DB,2024-04-28 21:40:14.166785
80,1,26,1,599.99,0.1,DB,2024-04-28 21:40:14.166785
80,2,24,1,549.99,0.1,DB,2024-04-28 21:40:14.166785
80,3,17,1,429.0,0.2,DB,2024-04-28 21:40:14.166785
81,1,10,2,1549.0,0.2,DB,2024-04-28 21:40:14.166785
81,2,23,2,299.99,0.05,DB,2024-04-28 21:40:14.166785
81,3,25,2,499.99,0.05,DB,2024-04-28 21:40:14.166785
82,1,25,2,499.99,0.1,DB,2024-04-28 21:40:14.166785
82,2,11,2,1680.99,0.2,DB,2024-04-28 21:40:14.166785
83,1,20,1,599.99,0.2,DB,2024-04-28 21:40:14.166785
83,2,3,2,999.99,0.05,DB,2024-04-28 21:40:14.166785
84,1,23,2,299.99,0.07,DB,2024-04-28 21:40:14.166785
84,2,15,2,529.99,0.07,DB,2024-04-28 21:40:14.166785
85,1,4,2,2899.99,0.05,DB,2024-04-28 21:40:14.166785
85,2,18,1,449.0,0.07,DB,2024-04-28 21:40:14.166785
86,1,9,2,2999.99,0.1,DB,2024-04-28 21:40:14.166785
86,2,23,2,299.99,0.07,DB,2024-04-28 21:40:14.166785
86,3,21,2,269.99,0.2,DB,2024-04-28 21:40:14.166785
86,4,15,1,529.99,0.1,DB,2024-04-28 21:40:14.166785
87,1,20,2,599.99,0.2,DB,2024-04-28 21:40:14.166785
87,2,23,2,299.99,0.1,DB,2024-04-28 21:40:14.166785
88,1,10,1,1549.0,0.07,DB,2024-04-28 21:40:14.166785
88,2,8,2,1799.99,0.1,DB,2024-04-28 21:40:14.166785
88,3,7,1,3999.99,0.1,DB,2024-04-28 21:40:14.166785
89,1,5,1,1320.99,0.05,DB,2024-04-28 21:40:14.166785
89,2,6,2,469.99,0.1,DB,2024-04-28 21:40:14.166785
90,1,3,1,999.99,0.1,DB,2024-04-28 21:40:14.166785
90,2,6,1,469.99,0.07,DB,2024-04-28 21:40:14.166785
91,1,11,1,1680.99,0.1,DB,2024-04-28 21:40:14.166785
91,2,25,1,499.99,0.05,DB,2024-04-28 21:40:14.166785
91,3,15,2,529.99,0.07,DB,2024-04-28 21:40:14.166785
91,4,13,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
92,1,8,1,1799.99,0.1,DB,2024-04-28 21:40:14.166785
93,1,22,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
93,2,17,1,429.0,0.05,DB,2024-04-28 21:40:14.166785
93,3,21,1,269.99,0.1,DB,2024-04-28 21:40:14.166785
93,4,2,1,749.99,0.2,DB,2024-04-28 21:40:14.166785
93,5,10,2,1549.0,0.07,DB,2024-04-28 21:40:14.166785
94,1,12,1,549.99,0.05,DB,2024-04-28 21:40:14.166785
94,2,4,1,2899.99,0.2,DB,2024-04-28 21:40:14.166785
94,3,11,1,1680.99,0.2,DB,2024-04-28 21:40:14.166785
94,4,21,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
95,1,10,2,1549.0,0.2,DB,2024-04-28 21:40:14.166785
95,2,19,1,449.0,0.1,DB,2024-04-28 21:40:14.166785
95,3,8,2,1799.99,0.2,DB,2024-04-28 21:40:14.166785
95,4,20,2,599.99,0.05,DB,2024-04-28 21:40:14.166785
96,1,26,1,599.99,0.1,DB,2024-04-28 21:40:14.166785
96,2,23,1,299.99,0.05,DB,2024-04-28 21:40:14.166785
97,1,20,2,599.99,0.2,DB,2024-04-28 21:40:14.166785
97,2,2,1,749.99,0.07,DB,2024-04-28 21:40:14.166785
97,3,6,2,469.99,0.2,DB,2024-04-28 21:40:14.166785
97,4,19,1,449.0,0.1,DB,2024-04-28 21:40:14.166785
98,1,19,1,449.0,0.07,DB,2024-04-28 21:40:14.166785
98,2,21,1,269.99,0.1,DB,2024-04-28 21:40:14.166785
98,3,2,1,749.99,0.2,DB,2024-04-28 21:40:14.166785
98,4,22,2,269.99,0.2,DB,2024-04-28 21:40:14.166785
99,1,13,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
99,2,21,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
99,3,25,2,499.99,0.05,DB,2024-04-28 21:40:14.166785
99,4,7,2,3999.99,0.07,DB,2024-04-28 21:40:14.166785
99,5,23,2,299.99,0.2,DB,2024-04-28 21:40:14.166785
100,1,12,2,549.99,0.05,DB,2024-04-28 21:40:14.166785
100,2,11,2,1680.99,0.1,DB,2024-04-28 21:40:14.166785
100,3,7,2,3999.99,0.2,DB,2024-04-28 21:40:14.166785
100,4,16,2,599.99,0.2,DB,2024-04-28 21:40:14.166785
100,5,24,2,549.99,0.1,DB,2024-04-28 21:40:14.166785
101,1,12,2,549.99,0.2,DB,2024-04-28 21:40:14.166785
102,1,15,1,529.99,0.05,DB,2024-04-28 21:40:14.166785
102,2,22,1,269.99,0.07,DB,2024-04-28 21:40:14.166785
103,1,17,1,429.0,0.07,DB,2024-04-28 21:40:14.166785
103,2,3,1,999.99,0.05,DB,2024-04-28 21:40:14.166785
103,3,18,1,449.0,0.2,DB,2024-04-28 21:40:14.166785
103,4,15,2,529.99,0.1,DB,2024-04-28 21:40:14.166785
103,5,9,2,2999.99,0.1,DB,2024-04-28 21:40:14.166785
104,1,19,2,449.0,0.1,DB,2024-04-28 21:40:14.166785
104,2,26,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
105,1,11,2,1680.99,0.2,DB,2024-04-28 21:40:14.166785
105,2,3,1,999.99,0.05,DB,2024-04-28 21:40:14.166785
105,3,9,1,2999.99,0.05,DB,2024-04-28 21:40:14.166785
106,1,17,1,429.0,0.1,DB,2024-04-28 21:40:14.166785
106,2,13,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
107,1,19,1,449.0,0.2,DB,2024-04-28 21:40:14.166785
107,2,13,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
108,1,11,1,1680.99,0.1,DB,2024-04-28 21:40:14.166785
108,2,22,2,269.99,0.07,DB,2024-04-28 21:40:14.166785
108,3,16,2,599.99,0.05,DB,2024-04-28 21:40:14.166785
109,1,22,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
109,2,6,1,469.99,0.07,DB,2024-04-28 21:40:14.166785
110,1,14,1,269.99,0.1,DB,2024-04-28 21:40:14.166785
111,1,14,1,269.99,0.1,DB,2024-04-28 21:40:14.166785
111,2,12,2,549.99,0.07,DB,2024-04-28 21:40:14.166785
112,1,23,2,299.99,0.2,DB,2024-04-28 21:40:14.166785
112,2,25,2,499.99,0.07,DB,2024-04-28 21:40:14.166785
112,3,24,2,549.99,0.05,DB,2024-04-28 21:40:14.166785
112,4,5,1,1320.99,0.2,DB,2024-04-28 21:40:14.166785
113,1,12,2,549.99,0.07,DB,2024-04-28 21:40:14.166785
113,2,24,2,549.99,0.1,DB,2024-04-28 21:40:14.166785
113,3,6,1,469.99,0.07,DB,2024-04-28 21:40:14.166785
113,4,23,1,299.99,0.2,DB,2024-04-28 21:40:14.166785
113,5,5,2,1320.99,0.2,DB,2024-04-28 21:40:14.166785
114,1,12,1,549.99,0.05,DB,2024-04-28 21:40:14.166785
114,2,2,1,749.99,0.07,DB,2024-04-28 21:40:14.166785
114,3,13,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
115,1,22,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
115,2,19,1,449.0,0.1,DB,2024-04-28 21:40:14.166785
116,1,26,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
117,1,22,2,269.99,0.2,DB,2024-04-28 21:40:14.166785
117,2,26,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
117,3,14,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
117,4,19,1,449.0,0.05,DB,2024-04-28 21:40:14.166785
118,1,18,1,449.0,0.07,DB,2024-04-28 21:40:14.166785
118,2,4,1,2899.99,0.07,DB,2024-04-28 21:40:14.166785
118,3,6,1,469.99,0.07,DB,2024-04-28 21:40:14.166785
118,4,3,2,999.99,0.1,DB,2024-04-28 21:40:14.166785
118,5,23,2,299.99,0.07,DB,2024-04-28 21:40:14.166785
119,1,25,1,499.99,0.05,DB,2024-04-28 21:40:14.166785
120,1,13,2,269.99,0.05,DB,2024-04-28 21:40:14.166785
120,2,6,2,469.99,0.05,DB,2024-04-28 21:40:14.166785
120,3,10,2,1549.0,0.05,DB,2024-04-28 21:40:14.166785
120,4,17,1,429.0,0.05,DB,2024-04-28 21:40:14.166785
120,5,16,2,599.99,0.2,DB,2024-04-28 21:40:14.166785
121,1,5,1,1320.99,0.2,DB,2024-04-28 21:40:14.166785
121,2,14,2,269.99,0.1,DB,2024-04-28 21:40:14.166785
121,3,4,2,2899.99,0.1,DB,2024-04-28 21:40:14.166785
121,4,24,2,549.99,0.07,DB,2024-04-28 21:40:14.166785
121,5,2,2,749.99,0.05,DB,2024-04-28 21:40:14.166785
122,1,16,1,599.99,0.1,DB,2024-04-28 21:40:14.166785
123,1,12,2,549.99,0.1,DB,2024-04-28 21:40:14.166785
124,1,16,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
124,2,4,1,2899.99,0.07,DB,2024-04-28 21:40:14.166785
124,3,7,2,3999.99,0.05,DB,2024-04-28 21:40:14.166785
125,1,17,1,429.0,0.1,DB,2024-04-28 21:40:14.166785
126,1,9,2,2999.99,0.05,DB,2024-04-28 21:40:14.166785
127,1,17,1,429.0,0.07,DB,2024-04-28 21:40:14.166785
127,2,20,1,599.99,0.1,DB,2024-04-28 21:40:14.166785
127,3,4,2,2899.99,0.07,DB,2024-04-28 21:40:14.166785
128,1,24,2,549.99,0.1,DB,2024-04-28 21:40:14.166785
128,2,16,2,599.99,0.1,DB,2024-04-28 21:40:14.166785
128,3,4,2,2899.99,0.2,DB,2024-04-28 21:40:14.166785
128,4,3,2,999.99,0.2,DB,2024-04-28 21:40:14.166785
129,1,18,1,449.0,0.1,DB,2024-04-28 21:40:14.166785
129,2,9,1,2999.99,0.1,DB,2024-04-28 21:40:14.166785
130,1,26,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
130,2,5,2,1320.99,0.07,DB,2024-04-28 21:40:14.166785
131,1,22,2,269.99,0.2,DB,2024-04-28 21:40:14.166785
131,2,4,2,2899.99,0.07,DB,2024-04-28 21:40:14.166785
131,3,24,2,549.99,0.1,DB,2024-04-28 21:40:14.166785
132,1,2,2,749.99,0.05,DB,2024-04-28 21:40:14.166785
132,2,20,1,599.99,0.05,DB,2024-04-28 21:40:14.166785
132,3,9,1,2999.99,0.1,DB,2024-04-28 21:40:14.166785
133,1,13,2,269.99,0.05,DB,2024-04-28 21:40:14.166785
133,2,22,1,269.99,0.2,DB,2024-04-28 21:40:14.166785
134,1,19,2,449.0,0.1,DB,2024-04-28 21:40:14.166785
134,2,2,2,749.99,0.07,DB,2024-04-28 21:40:14.166785
134,3,18,2,449.0,0.07,DB,2024-04-28 21:40:14.166785
135,1,5,2,1320.99,0.05,DB,2024-04-28 21:40:14.166785
135,2,18,2,449.0,0.05,DB,2024-04-28 21:40:14.166785
135,3,25,1,499.99,0.2,DB,2024-04-28 21:40:14.166785
135,4,2,1,749.99,0.05,DB,2024-04-28 21:40:14.166785
136,1,7,2,3999.99,0.2,DB,2024-04-28 21:40:14.166785
136,2,3,2,999.99,0.05,DB,2024-04-28 21:40:14.166785
