order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source,timestamp_saved
106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,DB,2024-04-28 21:40:03.415854
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,DB,2024-04-28 21:40:03.415854
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,DB,2024-04-28 21:40:03.415854
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,DB,2024-04-28 21:40:03.415854
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,DB,2024-04-28 21:40:03.415854
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,DB,2024-04-28 21:40:03.415854
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,DB,2024-04-28 21:40:03.415854
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,DB,2024-04-28 21:40:03.415854
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,DB,2024-04-28 21:40:03.415854
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,DB,2024-04-28 21:40:03.415854
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,DB,2024-04-28 21:40:03.415854
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,DB,2024-04-28 21:40:03.415854
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,DB,2024-04-28 21:40:03.415854
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,DB,2024-04-28 21:40:03.415854
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,DB,2024-04-28 21:40:03.415854
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,DB,2024-04-28 21:40:03.415854
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,DB,2024-04-28 21:40:03.415854
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,DB,2024-04-28 21:40:03.415854
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,DB,2024-04-28 21:40:03.415854
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,DB,2024-04-28 21:40:03.415854
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,DB,2024-04-28 21:40:03.415854
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,DB,2024-04-28 21:40:03.415854
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,DB,2024-04-28 21:40:03.415854
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,DB,2024-04-28 21:40:03.415854
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,DB,2024-04-28 21:40:03.415854
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,DB,2024-04-28 21:40:03.415854
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,DB,2024-04-28 21:40:03.415854
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,DB,2024-04-28 21:40:03.415854
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,DB,2024-04-28 21:40:03.415854
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,DB,2024-04-28 21:40:03.415854
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,DB,2024-04-28 21:40:03.415854
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,DB,2024-04-28 21:40:03.415854
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,DB,2024-04-28 21:40:03.415854
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,DB,2024-04-28 21:40:03.415854
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,DB,2024-04-28 21:40:03.415854
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,DB,2024-04-28 21:40:03.415854
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,DB,2024-04-28 21:40:03.415854
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,DB,2024-04-28 21:40:03.415854
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,DB,2024-04-28 21:40:03.415854
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,DB,2024-04-28 21:40:03.415854
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,DB,2024-04-28 21:40:03.415854
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,DB,2024-04-28 21:40:03.415854
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,DB,2024-04-28 21:40:03.415854
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,DB,2024-04-28 21:40:03.415854
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,DB,2024-04-28 21:40:03.415854
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,DB,2024-04-28 21:40:03.415854
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,DB,2024-04-28 21:40:03.415854
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,DB,2024-04-28 21:40:03.415854
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,DB,2024-04-28 21:40:03.415854
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,DB,2024-04-28 21:40:03.415854
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,DB,2024-04-28 21:40:03.415854
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,DB,2024-04-28 21:40:03.415854
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,DB,2024-04-28 21:40:03.415854
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,DB,2024-04-28 21:40:03.415854
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,DB,2024-04-28 21:40:03.415854
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,DB,2024-04-28 21:40:03.415854
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,DB,2024-04-28 21:40:03.415854
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,DB,2024-04-28 21:40:03.415854
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,DB,2024-04-28 21:40:03.415854
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,DB,2024-04-28 21:40:03.415854
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,DB,2024-04-28 21:40:03.415854
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,DB,2024-04-28 21:40:03.415854
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,DB,2024-04-28 21:40:03.415854
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,DB,2024-04-28 21:40:03.415854
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,DB,2024-04-28 21:40:03.415854
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,DB,2024-04-28 21:40:03.415854
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,DB,2024-04-28 21:40:03.415854
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,DB,2024-04-28 21:40:03.415854
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,DB,2024-04-28 21:40:03.415854
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,DB,2024-04-28 21:40:03.415854
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,DB,2024-04-28 21:40:03.415854
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,DB,2024-04-28 21:40:03.415854
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,DB,2024-04-28 21:40:03.415854
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,DB,2024-04-28 21:40:03.415854
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,DB,2024-04-28 21:40:03.415854
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,DB,2024-04-28 21:40:03.415854
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,DB,2024-04-28 21:40:03.415854
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,DB,2024-04-28 21:40:03.415854
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,DB,2024-04-28 21:40:03.415854
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,DB,2024-04-28 21:40:03.415854
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,DB,2024-04-28 21:40:03.415854
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,DB,2024-04-28 21:40:03.415854
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,DB,2024-04-28 21:40:03.415854
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,DB,2024-04-28 21:40:03.415854
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,DB,2024-04-28 21:40:03.415854
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,DB,2024-04-28 21:40:03.415854
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,DB,2024-04-28 21:40:03.415854
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,DB,2024-04-28 21:40:03.415854
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,DB,2024-04-28 21:40:03.415854
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,DB,2024-04-28 21:40:03.415854
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,DB,2024-04-28 21:40:03.415854
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,DB,2024-04-28 21:40:03.415854
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,DB,2024-04-28 21:40:03.415854
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,DB,2024-04-28 21:40:03.415854
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,DB,2024-04-28 21:40:03.415854
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,DB,2024-04-28 21:40:03.415854
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,DB,2024-04-28 21:40:03.415854
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,DB,2024-04-28 21:40:03.415854
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,DB,2024-04-28 21:40:03.415854
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,DB,2024-04-28 21:40:03.415854
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,DB,2024-04-28 21:40:03.415854
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,DB,2024-04-28 21:40:03.415854
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,DB,2024-04-28 21:40:03.415854
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,DB,2024-04-28 21:40:03.415854
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,DB,2024-04-28 21:40:03.415854
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,DB,2024-04-28 21:40:03.415854
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,DB,2024-04-28 21:40:03.415854
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,DB,2024-04-28 21:40:03.415854
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,DB,2024-04-28 21:40:03.415854
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,DB,2024-04-28 21:40:03.415854
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,DB,2024-04-28 21:40:03.415854
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,DB,2024-04-28 21:40:03.415854
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,DB,2024-04-28 21:40:03.415854
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,DB,2024-04-28 21:40:03.415854
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,DB,2024-04-28 21:40:03.415854
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,DB,2024-04-28 21:40:03.415854
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,DB,2024-04-28 21:40:03.415854
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,DB,2024-04-28 21:40:03.415854
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,DB,2024-04-28 21:40:03.415854
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,DB,2024-04-28 21:40:03.415854
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,DB,2024-04-28 21:40:03.415854
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,DB,2024-04-28 21:40:03.415854
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,DB,2024-04-28 21:40:03.415854
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,DB,2024-04-28 21:40:03.415854
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,DB,2024-04-28 21:40:03.415854
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,DB,2024-04-28 21:40:03.415854
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,DB,2024-04-28 21:40:03.415854
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,DB,2024-04-28 21:40:03.415854
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,DB,2024-04-28 21:40:03.415854
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,DB,2024-04-28 21:40:03.415854
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,DB,2024-04-28 21:40:03.415854
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,DB,2024-04-28 21:40:03.415854
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,DB,2024-04-28 21:40:03.415854
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,DB,2024-04-28 21:40:03.415854
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,DB,2024-04-28 21:40:03.415854
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,DB,2024-04-28 21:40:03.415854
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,DB,2024-04-28 21:40:03.415854
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,DB,2024-04-28 21:40:03.415854
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,DB,2024-04-28 21:40:03.415854
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,DB,2024-04-28 21:40:03.415854
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,DB,2024-04-28 21:40:03.415854
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,DB,2024-04-28 21:40:03.415854
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,DB,2024-04-28 21:40:03.415854
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,DB,2024-04-28 21:40:03.415854
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,DB,2024-04-28 21:40:03.415854
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,DB,2024-04-28 21:40:03.415854
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,DB,2024-04-28 21:40:03.415854
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,DB,2024-04-28 21:40:03.415854
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,DB,2024-04-28 21:40:03.415854
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,DB,2024-04-28 21:40:03.415854
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,DB,2024-04-28 21:40:03.415854
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,DB,2024-04-28 21:40:03.415854
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,DB,2024-04-28 21:40:03.415854
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,DB,2024-04-28 21:40:03.415854
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,DB,2024-04-28 21:40:03.415854
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,DB,2024-04-28 21:40:03.415854
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,DB,2024-04-28 21:40:03.415854
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,DB,2024-04-28 21:40:03.415854
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,DB,2024-04-28 21:40:03.415854
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,DB,2024-04-28 21:40:03.415854
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,DB,2024-04-28 21:40:03.415854
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,DB,2024-04-28 21:40:03.415854
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,DB,2024-04-28 21:40:03.415854
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,DB,2024-04-28 21:40:03.415854
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,DB,2024-04-28 21:40:03.415854
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,DB,2024-04-28 21:40:03.415854
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,DB,2024-04-28 21:40:03.415854
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,DB,2024-04-28 21:40:03.415854
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,DB,2024-04-28 21:40:03.415854
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,DB,2024-04-28 21:40:03.415854
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,DB,2024-04-28 21:40:03.415854
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,DB,2024-04-28 21:40:03.415854
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,DB,2024-04-28 21:40:03.415854
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,DB,2024-04-28 21:40:03.415854
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,DB,2024-04-28 21:40:03.415854
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,DB,2024-04-28 21:40:03.415854
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,DB,2024-04-28 21:40:03.415854
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,DB,2024-04-28 21:40:03.415854
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,DB,2024-04-28 21:40:03.415854
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,DB,2024-04-28 21:40:03.415854
